acquisition_function,dataset_name,model_name,mean_and_stats_for_last_iter,cycle,budget
entropy,new-thyroid2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6998809523809524, 'Precision_std': 0.3623971735379003, 'Recall_mean': 0.5857142857142856, 'Recall_std': 0.33973445679498987, 'F1-score_mean': 0.5786070596070596, 'F1-score_std': 0.3115565290774439, 'Accuracy_mean': 0.8697674418604651, 'Accuracy_std': 0.12168320539751057, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli-0-3-4-6_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6412912087912088, 'Precision_std': 0.3205136358208131, 'Recall_mean': 0.8, 'Recall_std': 0.15811388300841897, 'F1-score_mean': 0.6526115779645192, 'F1-score_std': 0.21799976326389464, 'Accuracy_mean': 0.8804878048780488, 'Accuracy_std': 0.13081601455816494, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
entropy,poker-8-9_vs_6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.020952380952380938, 'Precision_std': 0.047682497410840824, 'Recall_mean': 0.06000000000000001, 'Recall_std': 0.1349897115421106, 'F1-score_mean': 0.03105263157894736, 'F1-score_std': 0.07045776541076913, 'Accuracy_mean': 0.9558922558922559, 'Accuracy_std': 0.022359539011291577, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6113816738816739, 'Precision_std': 0.36170210002998543, 'Recall_mean': 0.45, 'Recall_std': 0.30683221067815203, 'F1-score_mean': 0.48118456835562096, 'F1-score_std': 0.30709760953572135, 'Accuracy_mean': 0.8495829675153643, 'Accuracy_std': 0.11057040641698634, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli-0-4-6_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5812640692640693, 'Precision_std': 0.41462054168489615, 'Recall_mean': 0.575, 'Recall_std': 0.3129163892586431, 'F1-score_mean': 0.4783253528081114, 'F1-score_std': 0.27928616024558695, 'Accuracy_mean': 0.8262195121951219, 'Accuracy_std': 0.20859402685961478, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
entropy,poker-8_vs_6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.02373737373737373, 'Precision_std': 0.058223364795776146, 'Recall_mean': 0.09166666666666666, 'Recall_std': 0.21677347794585192, 'F1-score_mean': 0.03766233766233766, 'F1-score_std': 0.09171974165856336, 'Accuracy_mean': 0.9614051763628033, 'Accuracy_std': 0.016672317848032296, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,50
entropy,yeast-2_vs_8,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5787878787878789, 'Precision_std': 0.36200532076196545, 'Recall_mean': 0.425, 'Recall_std': 0.26483747636784505, 'F1-score_mean': 0.4376190476190477, 'F1-score_std': 0.22365130059536764, 'Accuracy_mean': 0.9513638316151203, 'Accuracy_std': 0.034278297060502914, 'Labelled Samples_mean': 88.0, 'Labelled Samples_std': 0.0}",4,50
entropy,poker-9_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.31666666666666665, 'Precision_std': 0.39440531887330776, 'Recall_mean': 0.4, 'Recall_std': 0.39440531887330776, 'F1-score_mean': 0.29833333333333334, 'F1-score_std': 0.2938095881248161, 'Accuracy_mean': 0.9446853741496598, 'Accuracy_std': 0.033384469978993275, 'Labelled Samples_mean': 69.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli-0_vs_1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9790384966247035, 'Precision_std': 0.024700921160508003, 'Recall_mean': 0.8963054187192118, 'Recall_std': 0.1802296412053672, 'F1-score_mean': 0.9242181468880561, 'F1-score_std': 0.12358270730390991, 'Accuracy_mean': 0.9181818181818182, 'Accuracy_std': 0.11449173022613672, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli3,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.4229076479076479, 'Precision_std': 0.11639817839251532, 'Recall_mean': 0.5142857142857142, 'Recall_std': 0.15356681425330573, 'F1-score_mean': 0.4512316476093566, 'F1-score_std': 0.11092214813507315, 'Accuracy_mean': 0.8691176470588236, 'Accuracy_std': 0.03924462026481762, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
entropy,cleveland-0_vs_4,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.29333333333333333, 'Precision_std': 0.33436876220096046, 'Recall_mean': 0.35, 'Recall_std': 0.355295043451544, 'F1-score_mean': 0.315, 'F1-score_std': 0.33924844313989044, 'Accuracy_mean': 0.8899206349206349, 'Accuracy_std': 0.06757387475225007, 'Labelled Samples_mean': 64.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.762046568627451, 'Precision_std': 0.2820679062039695, 'Recall_mean': 0.6174999999999999, 'Recall_std': 0.16757622183190785, 'F1-score_mean': 0.6482916759378691, 'F1-score_std': 0.1896874792614902, 'Accuracy_mean': 0.8301360842844601, 'Accuracy_std': 0.13311811592245962, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
entropy,glass-0-1-6_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.16869565217391305, 'Precision_std': 0.3060463301980327, 'Recall_mean': 0.19166666666666665, 'Recall_std': 0.23911488018508162, 'F1-score_mean': 0.1284004884004884, 'F1-score_std': 0.14877270881687826, 'Accuracy_mean': 0.8097165991902834, 'Accuracy_std': 0.14564586245193373, 'Labelled Samples_mean': 65.0, 'Labelled Samples_std': 0.0}",4,50
entropy,winequality-red-8_vs_6-7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.07994227994227994, 'Precision_std': 0.15667102006590916, 'Recall_mean': 0.11666666666666665, 'Recall_std': 0.1531560972454469, 'F1-score_mean': 0.08254079254079254, 'F1-score_std': 0.13275832865613754, 'Accuracy_mean': 0.952046783625731, 'Accuracy_std': 0.03602811712170893, 'Labelled Samples_mean': 118.0, 'Labelled Samples_std': 0.0}",4,50
entropy,kddcup-guess_passwd_vs_satan,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.8951546003016592, 'Precision_std': 0.1515524524162533, 'Recall_mean': 0.9099999999999999, 'Recall_std': 0.28460498941515416, 'F1-score_mean': 0.8562520812520813, 'F1-score_std': 0.2532387013232215, 'Accuracy_mean': 0.9923854622284825, 'Accuracy_std': 0.010079883372157416, 'Labelled Samples_mean': 181.0, 'Labelled Samples_std': 0.0}",4,50
entropy,abalone-21_vs_8,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.2764285714285714, 'Precision_std': 0.4120361750184194, 'Recall_mean': 0.3333333333333333, 'Recall_std': 0.3849001794597505, 'F1-score_mean': 0.22700716845878138, 'F1-score_std': 0.32735067933362266, 'Accuracy_mean': 0.8117152961980547, 'Accuracy_std': 0.2945441129782758, 'Labelled Samples_mean': 96.0, 'Labelled Samples_std': 0.0}",4,50
entropy,abalone-17_vs_7-8-9-10,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.058062900051803576, 'Precision_std': 0.12095049315199252, 'Recall_mean': 0.3787878787878788, 'Recall_std': 0.32464967030279185, 'F1-score_mean': 0.05744307413728452, 'F1-score_std': 0.06765478405406812, 'Accuracy_mean': 0.6202579659217775, 'Accuracy_std': 0.3483139209297765, 'Labelled Samples_mean': 237.0, 'Labelled Samples_std': 0.0}",4,50
entropy,glass-0-1-2-3_vs_4-5-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5878063144175198, 'Precision_std': 0.3283001358711484, 'Recall_mean': 0.7527272727272727, 'Recall_std': 0.14525238476552962, 'F1-score_mean': 0.6288100934153567, 'F1-score_std': 0.27706544845424863, 'Accuracy_mean': 0.6904208194905869, 'Accuracy_std': 0.31388728686016054, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
entropy,flare-F,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.2721703296703296, 'Precision_std': 0.1819107863391925, 'Recall_mean': 0.20694444444444443, 'Recall_std': 0.1782798177462549, 'F1-score_mean': 0.1970121774776947, 'F1-score_std': 0.1080648007286396, 'Accuracy_mean': 0.937617919354131, 'Accuracy_std': 0.02191209673324299, 'Labelled Samples_mean': 135.0, 'Labelled Samples_std': 0.0}",4,50
entropy,segment0,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6844372772687016, 'Precision_std': 0.19387276712071855, 'Recall_mean': 0.8261072261072261, 'Recall_std': 0.17496321926235117, 'F1-score_mean': 0.7109674677918107, 'F1-score_std': 0.0532570682650735, 'Accuracy_mean': 0.9023175667427294, 'Accuracy_std': 0.03376342444017333, 'Labelled Samples_mean': 234.0, 'Labelled Samples_std': 0.0}",4,50
entropy,winequality-white-3_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.05060802746061967, 'Precision_std': 0.06156880744332657, 'Recall_mean': 0.35, 'Recall_std': 0.21081851067789195, 'F1-score_mean': 0.07878860652048372, 'F1-score_std': 0.08618662795390128, 'Accuracy_mean': 0.6372222222222221, 'Accuracy_std': 0.323603361852854, 'Labelled Samples_mean': 122.0, 'Labelled Samples_std': 0.0}",4,50
entropy,winequality-red-3_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.054329734592892476, 'Precision_std': 0.058761259513286465, 'Recall_mean': 0.3, 'Recall_std': 0.34960294939005054, 'F1-score_mean': 0.09056277056277055, 'F1-score_std': 0.0972400546389758, 'Accuracy_mean': 0.9442550307580022, 'Accuracy_std': 0.03774864654502292, 'Labelled Samples_mean': 105.0, 'Labelled Samples_std': 0.0}",4,50
entropy,wisconsin,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9017630046935408, 'Precision_std': 0.07688478333792886, 'Recall_mean': 0.868395390070922, 'Recall_std': 0.07900038030780758, 'F1-score_mean': 0.8806186566144817, 'F1-score_std': 0.05089066737150036, 'Accuracy_mean': 0.917325032202662, 'Accuracy_std': 0.037093883645810274, 'Labelled Samples_mean': 104.0, 'Labelled Samples_std': 0.0}",4,50
entropy,winequality-red-8_vs_6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.08, 'Precision_std': 0.1110555416597179, 'Recall_mean': 0.11666666666666665, 'Recall_std': 0.1531560972454469, 'F1-score_mean': 0.09038461538461537, 'F1-score_std': 0.1199420471500975, 'Accuracy_mean': 0.9421003932454314, 'Accuracy_std': 0.022928862895274783, 'Labelled Samples_mean': 102.0, 'Labelled Samples_std': 0.0}",4,50
entropy,yeast-1-2-8-9_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.16592571376613927, 'Precision_std': 0.11982887624628209, 'Recall_mean': 0.31666666666666665, 'Recall_std': 0.1657381543352922, 'F1-score_mean': 0.192811643305519, 'F1-score_std': 0.12550890742781126, 'Accuracy_mean': 0.8769646338067391, 'Accuracy_std': 0.14488474226869127, 'Labelled Samples_mean': 125.0, 'Labelled Samples_std': 0.0}",4,50
entropy,kr-vs-k-three_vs_eleven,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5218390804597701, 'Precision_std': 0.44764339572761874, 'Recall_mean': 0.5327205882352941, 'Recall_std': 0.4178093112636716, 'F1-score_mean': 0.4626473429951691, 'F1-score_std': 0.33725606503521244, 'Accuracy_mean': 0.9686541737649064, 'Accuracy_std': 0.02396069642691743, 'Labelled Samples_mean': 284.0, 'Labelled Samples_std': 0.0}",4,50
entropy,glass-0-4_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6487179487179487, 'Precision_std': 0.43363751356368874, 'Recall_mean': 0.8, 'Recall_std': 0.34960294939005054, 'F1-score_mean': 0.6866666666666668, 'F1-score_std': 0.4216955779870441, 'Accuracy_mean': 0.8339181286549708, 'Accuracy_std': 0.2952646964193854, 'Labelled Samples_mean': 57.0, 'Labelled Samples_std': 0.0}",4,50
entropy,iris0,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 1.0, 'Precision_std': 0.0, 'Recall_mean': 1.0, 'Recall_std': 0.0, 'F1-score_mean': 1.0, 'F1-score_std': 0.0, 'Accuracy_mean': 1.0, 'Accuracy_std': 0.0, 'Labelled Samples_mean': 62.0, 'Labelled Samples_std': 0.0}",4,50
entropy,glass-0-1-4-6_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.07190799396681749, 'Precision_std': 0.12077567935987904, 'Recall_mean': 0.175, 'Recall_std': 0.25594776666198765, 'F1-score_mean': 0.09333333333333334, 'F1-score_std': 0.1453921899170959, 'Accuracy_mean': 0.7585365853658537, 'Accuracy_std': 0.18591062439180006, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
entropy,car-good,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.14731481481481482, 'Precision_std': 0.30922058418627196, 'Recall_mean': 0.14285714285714285, 'Recall_std': 0.23570226039551584, 'F1-score_mean': 0.12603724875530148, 'F1-score_std': 0.230097975948705, 'Accuracy_mean': 0.9409927117366171, 'Accuracy_std': 0.03783563994272371, 'Labelled Samples_mean': 188.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli-0-6-7_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5628571428571428, 'Precision_std': 0.3668404727898687, 'Recall_mean': 0.625, 'Recall_std': 0.35843021946010944, 'F1-score_mean': 0.5737151737151737, 'F1-score_std': 0.33987859474583393, 'Accuracy_mean': 0.9318181818181819, 'Accuracy_std': 0.04670010608309827, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
entropy,yeast-1-4-5-8_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.03730625583566759, 'Precision_std': 0.05141698015590193, 'Recall_mean': 0.19999999999999998, 'Recall_std': 0.2698879511442471, 'F1-score_mean': 0.06279153766769864, 'F1-score_std': 0.08634143318042355, 'Accuracy_mean': 0.8392451256386195, 'Accuracy_std': 0.10761662490396721, 'Labelled Samples_mean': 105.0, 'Labelled Samples_std': 0.0}",4,50
entropy,ecoli-0-1_vs_2-3-5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.35474882260596546, 'Precision_std': 0.2898786403308481, 'Recall_mean': 0.6, 'Recall_std': 0.4521553322083512, 'F1-score_mean': 0.3639659904365787, 'F1-score_std': 0.29747227428649664, 'Accuracy_mean': 0.7280612244897959, 'Accuracy_std': 0.33445824433820415, 'Labelled Samples_mean': 69.0, 'Labelled Samples_std': 0.0}",4,50
entropy,abalone19,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.014782608695652172, 'Precision_std': 0.041902747837333616, 'Recall_mean': 0.04761904761904761, 'Recall_std': 0.10997147984564298, 'F1-score_mean': 0.02167919799498746, 'F1-score_std': 0.0598830560870162, 'Accuracy_mean': 0.9717315010267236, 'Accuracy_std': 0.022674364859948413, 'Labelled Samples_mean': 383.2, 'Labelled Samples_std': 0.4216370213557858}",4,50
entropy,ecoli-0-1-4-7_vs_5-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.31328353238801, 'Precision_std': 0.3195467426620111, 'Recall_mean': 0.62, 'Recall_std': 0.4049691346263318, 'F1-score_mean': 0.3373146677334965, 'F1-score_std': 0.2884887406651199, 'Accuracy_mean': 0.6364314789687924, 'Accuracy_std': 0.35212746492219493, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
entropy,yeast-1_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.21083932407461817, 'Precision_std': 0.12577462229761047, 'Recall_mean': 0.39999999999999997, 'Recall_std': 0.19563129846287788, 'F1-score_mean': 0.26401239965918927, 'F1-score_std': 0.13497197129036898, 'Accuracy_mean': 0.8451863354037267, 'Accuracy_std': 0.059368632689560205, 'Labelled Samples_mean': 86.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast3,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6235233918128655, 'Precision_std': 0.0874787515665983, 'Recall_mean': 0.6367424242424242, 'Recall_std': 0.21914176024303325, 'F1-score_mean': 0.6142202976303583, 'F1-score_std': 0.14580092360036329, 'Accuracy_mean': 0.9177996177996178, 'Accuracy_std': 0.019091908009718075, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.14908526256352342, 'Precision_std': 0.15387806782453742, 'Recall_mean': 0.29105263157894734, 'Recall_std': 0.3588252223105352, 'F1-score_mean': 0.18973906485671188, 'F1-score_std': 0.20819386236665988, 'Accuracy_mean': 0.8136268656716418, 'Accuracy_std': 0.07361126595019427, 'Labelled Samples_mean': 130.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,kr-vs-k-one_vs_fifteen,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6161165223665224, 'Precision_std': 0.37846127232542076, 'Recall_mean': 1.0, 'Recall_std': 0.0, 'F1-score_mean': 0.7033422419012556, 'F1-score_std': 0.3206419986685175, 'Accuracy_mean': 0.9358405583837099, 'Accuracy_std': 0.10284798234275393, 'Labelled Samples_mean': 229.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,page-blocks0,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.2950415392997437, 'Precision_std': 0.1739135275814771, 'Recall_mean': 0.6422297297297297, 'Recall_std': 0.10539837793197133, 'F1-score_mean': 0.3736488840764073, 'F1-score_std': 0.161000851171719, 'Accuracy_mean': 0.6812357984189393, 'Accuracy_std': 0.30573177852936473, 'Labelled Samples_mean': 487.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.08571428571428572, 'Precision_std': 0.14443572274383906, 'Recall_mean': 0.15, 'Recall_std': 0.22360679774997896, 'F1-score_mean': 0.08914285714285715, 'F1-score_std': 0.12990420332235722, 'Accuracy_mean': 0.7102521008403361, 'Accuracy_std': 0.19314518684593537, 'Labelled Samples_mean': 63.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6406862745098039, 'Precision_std': 0.4251642150575172, 'Recall_mean': 0.6190476190476191, 'Recall_std': 0.4137654094519706, 'F1-score_mean': 0.5821212121212122, 'F1-score_std': 0.35015476048480976, 'Accuracy_mean': 0.9744881001839871, 'Accuracy_std': 0.01842852395232479, 'Labelled Samples_mean': 282.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,led7digit-0-2-4-5-6-7-8-9_vs_1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6316138763197586, 'Precision_std': 0.2367869839628528, 'Recall_mean': 0.8357142857142857, 'Recall_std': 0.18140607284571847, 'F1-score_mean': 0.6787878787878788, 'F1-score_std': 0.1113610595455331, 'Accuracy_mean': 0.9299540347293155, 'Accuracy_std': 0.039795582423192206, 'Labelled Samples_mean': 85.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,dermatology-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9333333333333332, 'Precision_std': 0.14907119849998599, 'Recall_mean': 0.95, 'Recall_std': 0.1118033988749895, 'F1-score_mean': 0.9314285714285713, 'F1-score_std': 0.09604420750840922, 'Accuracy_mean': 0.9916666666666666, 'Accuracy_std': 0.012422599874998809, 'Labelled Samples_mean': 78.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3576620899312875, 'Precision_std': 0.10341364092486278, 'Recall_mean': 0.4131326949384405, 'Recall_std': 0.16919500235818646, 'F1-score_mean': 0.36770518980852324, 'F1-score_std': 0.11446374902450682, 'Accuracy_mean': 0.5930566930566931, 'Accuracy_std': 0.13511057666691978, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-0-2-5-7-9_vs_3-6-8,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.38169340463458107, 'Precision_std': 0.13576794849451496, 'Recall_mean': 0.7447368421052631, 'Recall_std': 0.17586352049056447, 'F1-score_mean': 0.49869585841999636, 'F1-score_std': 0.15179075204539907, 'Accuracy_mean': 0.8435572139303483, 'Accuracy_std': 0.06917751227637062, 'Labelled Samples_mean': 130.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,vowel0,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6456772247360483, 'Precision_std': 0.23404903822042109, 'Recall_mean': 0.8111111111111111, 'Recall_std': 0.21372648957412604, 'F1-score_mean': 0.6854589209240372, 'F1-score_std': 0.13558038663435532, 'Accuracy_mean': 0.9302209916423114, 'Accuracy_std': 0.038118755620295174, 'Labelled Samples_mean': 129.0, 'Labelled Samples_std': 0.0}",4,50
